5793,5944,4591,57825,4920,2590,2633,1792,1350
3260,1914,3625,3880,3878,3725,3108,3463,3109
4399,5700,4608,1728,56992,4341,4709,3156,3768
3289,4335,3024,2738,113800,3086,2795,3080,111437
32410,14565,3095,941,4618,1912,2579,1203,427
1656,4383,2852,2261,4310,2930,114692,3841,7257
2214,8840,2931,4190,4272,1584,2522,1708,3959
847,9452,3583,1720,3069,6810,3572,1383,2033
2565,3597,3558,3899,4034,10539,2194,112550,4590
852,3451,4210,5586,2313,795,2515,1192,3608
1352,6931,6143,3057,2859,2274,1840,2461,326
125,4182,3558,2610,1400,3058,3946,3799,1651
2079,3292,2755,4177,7924,3321,2685,3121,751
1230,1546,120488,3933,3305,1457,5155,1322,1872
5110,5900,3183,2148,9596,4603,1814,112292,2172
1707,6769,5181,5304,4243,2989,5755,1260,2489
39946,9044,3992,5842,13893,2483,3483,1867,1466
3865,5643,59218,3552,1848,3507,7768,5899,962
6727,2937,5914,5399,4029,5505,4905,4947,113
3910,7390,2246,4981,117058,6264,808,3507,988
3409,6193,7264,5928,672,3507,116126,1068,2971
1547,5550,14288,3312,5070,3220,3257,2569,522
3886,8313,4368,1297,4237,3119,2912,2835,556
3246,7547,2864,686,3389,4216,973,1784,113906
2597,8365,4468,5523,6074,1512,1683,764,136
4610,5938,4287,121685,3408,3150,1774,413,434
3115,1739,6182,13708,4186,2153,2912,2040,1156
5674,4078,3211,4885,2962,112531,4441,943,1624
840,6178,429,5656,6062,3374,2448,2731,677
3755,4557,7783,4508,4460,3436,4094,2427,1790
4289,3916,11404,3433,2440,113884,5006,1158,1156
8953,6332,3827,5572,2886,5037,1456,1176,2606
1363,4015,1764,2516,6319,4035,2274,3284,124
1754,2126,3851,118307,1390,3674,4178,1210,1677
2524,8136,4819,3784,7274,4628,2502,1731,1030
3191,3285,2118,1925,4222,3157,5144,1498,461
3069,113972,5374,7614,8454,4179,3926,1792,1766
2516,4558,2391,3954,1729,2298,2536,1400,1096
2846,9324,2184,7930,1936,1892,3101,4733,198
3905,10119,13665,10061,4729,3656,3025,1291,900
4350,5918,7429,7081,116317,1283,112377,2295,3510
4408,894,4727,4350,5236,112451,2237,725,609
3171,12360,8494,2393,5687,3299,4792,3140,1554
5334,2970,4129,111225,3696,2943,1287,1469,1178
5465,121467,5003,2720,5176,117167,4274,5604,1029
4239,6715,10396,2532,7979,2352,2095,914,2160
6538,9584,11479,2172,5042,2514,3321,1149,600
3221,5674,4435,3011,6344,6252,1144,1953,2200
810,6086,5146,13664,2601,5487,1075,2490,2521
2028,8948,57441,2372,7005,1475,2624,2632,1398
6758,13904,115617,3013,6286,3911,2738,4193,35
3030,3396,1375,1383,6988,1791,2427,1484,1711
61111,1505,11969,4484,3417,4284,2715,1847,2137
6202,5263,4369,1965,8003,224147,2577,1826,932
3557,4081,6079,2627,3412,4834,4317,1976,852
1597,3416,2742,9042,119632,897,2042,1319,748
3679,115248,1878,3287,6871,3418,1813,2192,1426
4235,3342,5048,6881,3592,6636,3011,7039,1709
