7158,7753,896,5065,5602,2253,2026,875,1713
112847,3414,1026,5136,3740,3633,4245,2348,2735
4363,7354,4810,2763,2722,4103,3056,2863,2597
62043,2336,112378,2474,3224,3627,3062,3480,2432
7424,9954,6940,3094,1025,1916,2485,1161,1616
1717,3434,113547,6026,2705,6109,3194,4177,1492
1800,3829,2152,1942,10568,2348,2320,3533,872
2936,10633,2213,3048,2643,6441,2726,3617,111924
4885,7180,7003,4395,3059,4906,3700,1242,5898
5816,3769,3826,3809,3141,3533,2947,3294,2033
3331,2386,5058,4218,4597,2769,4455,1339,2289
5359,4522,5166,2092,7119,5853,117391,208,1652
2407,1392,433,5015,1306,4528,1358,2388,30
5322,1745,845,5533,2099,3231,550,1886,2150
2459,6076,4831,3835,2938,4014,120353,4160,1742
3534,12053,5686,2241,7276,115930,3832,3054,2049
4274,3031,2804,2349,4913,8212,2098,2314,1348
2759,9831,3511,56643,1813,3918,1757,2549,1126
3553,2095,393,3556,3377,2963,2909,2212,685
4974,9163,3884,5077,6659,3799,4547,1424,1543
5335,119217,2938,1738,7665,6740,113364,1465,974
1936,4640,2742,4300,4074,3267,2460,3746,287
9061,8268,5794,3967,4502,2520,111013,109618,171
4815,4086,8063,59266,3481,6865,2810,1325,1321
2273,7662,5986,7408,2319,2231,3521,907,4320
3121,4363,8759,2573,3775,5069,1303,2175,1944
4615,4214,12410,7632,3207,1268,2469,3182,289
2552,4803,1362,6582,4396,3062,3344,2312,81
381,3417,9076,6043,5081,3447,114642,2907,80
4637,4148,7101,3927,4285,117285,3026,3191,264
4643,4093,4150,3619,3971,3449,2150,1830,90
6177,8907,2676,5677,1621,6767,1498,1317,1929
5676,2977,4324,57244,6415,118305,6176,110772,113329
3561,2481,1430,3670,9096,5204,3109,1291,1035
733,120277,11076,3751,3926,1796,2791,1798,408
3192,12249,3447,5044,56801,3318,2866,2595,105
6654,8200,3840,5926,2071,4734,1829,2363,1775
8545,3445,4157,6195,3684,1848,4668,1528,3080
556,4361,2648,1968,2521,2822,1199,113654,1422
3274,4184,7409,10085,4279,1956,2938,1146,1290
5459,14414,2657,5469,4454,8015,5981,2498,2498
2417,2429,4160,5670,2820,3207,3335,1752,567
4227,3261,4530,3613,5355,3752,3043,2648,1845
2126,4382,7918,5926,5475,3813,2597,3562,75
3355,11846,6064,4179,3075,4708,3936,1493,1425
2237,4642,1210,3868,2437,2685,113965,3202,1497
62649,1839,7698,4748,4513,3830,4442,3182,1091
2438,16006,5425,2759,2614,3812,2441,1105,2256
4610,118012,17113,1991,58355,3451,656,1434,1565
5305,27874,2466,3104,3022,9931,2223,2465,420
1653,3499,1287,441,4643,2420,6100,963,1723
3617,5178,7253,6474,4704,2245,5210,1561,1162
1719,1833,1920,2930,2371,2059,3860,3064,1258
2400,7033,5358,5097,6007,6973,2998,5093,563
16065,5260,3594,2208,3059,2645,2525,314,1623
2096,2467,2540,4428,4689,5632,2252,1556,1521
5783,2642,3559,2158,3192,2222,4163,1925,1559
9424,3102,3919,3114,3523,3084,2640,4652,1140
