6551,7122,3154,5311,2378,3807,2268,1295,1309
40444,4090,11307,4531,3621,2875,3134,4645,2107
56832,3012,3610,3053,3567,3758,1653,7224,4748
3653,4675,5917,3478,3877,2319,3803,6029,3591
4595,6835,6023,4086,1746,2879,1428,1843,949
56887,9352,4739,2767,2611,5478,4655,115627,1507
3156,7051,586,2124,5065,2929,2917,4626,273
2326,59860,6292,114148,4140,5614,5902,3864,1345
4206,3552,1694,4480,4537,3039,2890,3849,1663
1838,2386,4062,3927,5773,111836,3469,1533,111452
3170,5176,2527,3180,4513,1873,4369,2426,3544
1126,117201,114862,5660,3222,8330,4044,2389,833
117554,2117,1936,5822,4222,8353,2354,572,1877
59322,7998,2144,5086,3154,834,3642,1070,1085
3071,11066,5680,2691,4100,1850,3832,3547,2476
1737,5840,4894,3853,2332,3071,117504,3023,2054
1237,5068,2037,5282,7128,4957,2422,932,1295
3096,6488,2709,9281,3265,5282,2339,4978,1186
2316,3551,7603,6748,2152,8472,3233,115787,1948
3866,10692,8580,59,962,4686,1144,1631,3087
4218,2525,6179,3334,2303,3220,3317,2032,2389
3158,2935,7335,2973,5051,2555,6228,2489,110389
3551,5205,2640,2626,5155,2125,1702,2280,907
3337,11408,17213,116580,4951,3105,554,2248,1330
7523,59288,3941,3910,2912,2612,2606,114992,904
2792,19963,10957,6549,8046,3338,1452,1523,528
59931,3398,6606,59425,6579,3696,2555,1188,1305
3544,7173,2480,2708,2843,6332,2604,292,1135
3229,5926,2716,7725,6303,3208,1501,1212,82
2857,2663,4819,57820,5076,3097,925,2473,5
3155,3835,6168,9009,1211,7722,4569,1227,1150
6899,9076,5884,2475,4225,2801,6824,2336,645
3798,811,3655,3705,7111,2535,3038,111857,1164
42209,2371,4181,3073,4457,117346,4025,1928,0
2676,5299,7145,2906,5452,3332,3064,4400,104
2591,7539,1369,2926,2831,3395,3519,1601,1329
1787,9976,1854,2046,55550,3468,1357,2674,1743
1956,4097,3264,2250,4388,4583,4888,2153,1420
3247,7979,5855,4132,1872,6185,3072,2174,1308
4277,5132,4063,4308,5882,110449,3406,3654,13
3777,11055,2373,3237,7893,3186,3977,4319,118
7267,6752,4422,4637,7203,2171,4807,1188,3188
60439,2543,10386,4900,7347,7787,3079,3694,3005
4242,3521,3115,3801,8165,4398,4283,1692,873
42964,2242,3051,5629,2616,2859,2083,1832,859
2416,4862,5754,6417,3410,2472,2000,4240,39
10455,2738,1911,3983,3688,4151,1957,6276,1902
1631,7361,3064,112950,2898,6297,3326,1444,1540
2127,11749,118101,3154,2363,2041,6450,2377,1209
3743,42582,119358,6107,2842,4602,4162,209,3296
4536,7681,5229,2740,3491,4330,5366,4082,442
56395,2813,7130,7048,3357,3050,1532,2715,959
1806,3424,3251,5599,4513,4447,3185,938,211
3257,6263,5290,3889,3278,884,4475,1197,890
57125,6119,4298,5777,4020,3593,2911,2333,1233
6816,7623,3639,1810,711,2109,4319,3280,2729
1374,3075,6880,5275,59578,4586,2971,2630,568
3111,1483,3684,1996,3470,4982,2283,2698,2832
