4041,8243,3575,4870,4450,3494,1328,1244,1077
5808,4281,6532,5775,1337,8958,5732,2631,849
1590,5719,3562,2123,3947,3475,2900,2180,2352
3013,2773,2830,6741,5313,3853,2682,2506,1939
5180,9154,2100,3368,2644,1629,2610,1413,1529
1973,336,114663,5287,5896,2913,4204,4885,2137
1348,117762,4847,4136,6762,115776,9032,3121,2344
5639,4081,3982,4042,4969,3130,1641,6022,1308
1506,2496,5795,820,4909,1538,3256,4863,1317
1991,2405,2167,1814,3741,2424,3244,3839,2251
3638,2941,2103,2832,6635,2114,2156,3358,1530
2078,3673,18544,3418,5568,1640,4838,7663,932
4330,13567,6764,4528,3788,3685,4873,1593,2038
59364,5659,11479,59593,6561,983,1331,2029,2395
1592,5561,2079,1739,3138,4268,1273,1609,1500
1647,110434,6845,4743,1191,3898,2843,2062,1405
3192,1085,4980,5737,1939,6387,2391,2689,2771
3242,4214,3558,13102,8382,3323,3579,2002,928
5323,3090,3438,6170,2379,4135,2905,5577,885
2639,8329,4008,113634,2575,5216,3273,2234,1326
18287,7058,4925,3797,4213,6226,2325,893,116401
1782,5032,4002,3047,3118,2818,4159,1620,1595
4554,3622,1041,2419,4541,2332,2150,1351,1072
1659,4239,3475,2991,4415,4600,3261,115395,52
1948,14184,5805,2917,2492,3187,115923,854,2499
1966,10016,8675,9953,2739,4313,1756,2503,250
5064,4957,3548,119116,3553,2855,111721,910,1840
3907,6215,3010,5305,4102,5242,3868,2434,1245
5627,3575,5157,4389,3098,5464,2961,1737,577
1449,113775,1528,3824,3812,271,592,2150,716
3940,5601,5388,7640,3237,3593,452,875,1021
3644,4000,7774,3184,2613,2571,1577,2034,572
35650,5253,2032,3251,5760,3528,2333,4848,1340
1992,116588,2934,4857,2985,1938,3378,1610,1551
3333,3137,3227,2863,5107,273,2199,1957,2021
10769,3719,2473,2688,3713,5303,1775,116,1533
1702,7366,3757,4294,7130,3198,2412,1263,438
6419,6586,8608,2363,7629,3038,1052,1203,2020
4295,2133,10980,4416,8642,3939,2544,3493,2082
3542,12038,10824,9999,3111,2445,1841,1812,2548
6601,12559,3079,2413,2257,4706,4475,1993,2823
5930,4920,5023,4733,1099,4660,114182,2930,3103
2402,3307,8198,4587,1298,1954,3067,3107,1604
11865,3976,2465,7083,6093,6147,443,1851,2043
3229,3138,2729,3997,873,5569,116517,2407,1117
4323,5550,3298,2357,1353,5586,3001,3995,115856
1631,5135,1510,3166,3287,1804,2479,2532,1544
5751,16059,115287,1803,3722,1245,2618,2558,1018
3173,3643,5475,114514,5082,4974,1894,3686,674
11351,59108,6502,3671,4293,1492,837,3942,395
3396,5654,115226,13916,4919,112864,3779,2072,193
1316,4873,2594,3082,3988,4530,1332,1515,3640
3009,3852,10368,3517,3049,3466,1810,1083,2803
2935,13343,112521,2723,1307,2809,1151,1335,1257
2089,4244,10179,58125,3787,2375,1662,2922,1729
6684,114895,11428,3349,117509,5867,3430,2230,2287
5624,11330,4221,5716,3384,824,2791,1593,770
58731,2791,3107,136261,7104,4862,1932,3519,1105
