2191,5772,5467,5146,2729,1906,3122,2217,1164
2112,7661,4586,4467,6239,1613,4491,3936,2122
4706,10032,4987,2798,4271,3737,3138,7285,223884
1574,1389,6269,5339,2352,111459,3933,6713,221963
3854,7412,413,113513,4053,4033,598,1966,867
3090,2533,5797,923,2918,2209,2367,112610,1786
2088,4363,5206,2589,12853,3240,8192,4037,5971
3550,112248,10452,112224,2638,3069,5369,2961,1896
2611,2017,3853,6542,2095,1847,2697,3045,1542
2859,2581,2748,3735,1936,6466,2738,3462,1438
1933,6915,2312,11162,4827,1688,3893,2276,221224
292,3444,116781,2634,1212,3810,6112,3502,1311
3537,12373,1694,119496,701,4681,2198,2985,848
261,8065,2757,7924,3800,7156,2647,2914,1656
1816,115760,6062,1688,5798,4889,2025,6300,3847
5924,7239,4201,7064,3382,5414,1789,8238,1044
61506,4400,5440,3959,3214,3745,4681,2176,1877
2673,5050,3630,6732,4083,3679,2072,3934,2321
2591,115142,5285,111069,2886,2286,1231,1768,255
1713,3244,3783,5438,4828,2747,2558,2374,898
4035,13455,972,10348,5479,6009,1980,113499,1262
2283,2366,9995,7358,4165,3992,3284,1420,1535
2347,10696,4609,58488,3380,2551,3533,2083,1150
5245,4183,6458,9518,4726,3251,5004,1168,1139
3065,2599,2950,2147,5042,4174,4310,1677,746
1309,7090,6921,2645,6855,112466,4217,554,1061
4877,4959,6781,4898,5994,3091,2397,1464,1458
1614,123570,3436,5894,1090,4013,1319,2199,159
3110,7488,5869,7419,4721,2870,3330,2386,44
2430,3180,841,888,6736,5597,6597,6401,954
4340,3871,5764,2490,5224,2415,3503,1887,1589
2730,11491,6633,3290,114834,4245,517,1891,1172
4328,9285,3149,3891,4428,5409,2144,1857,1262
2155,8154,2686,8831,3983,4431,1773,2140,499
3883,112263,125832,3103,117007,4121,3756,2185,1795
1684,6384,5354,2815,2964,3962,4121,2144,359
7839,1647,5258,9267,6770,7797,932,2208,2080
4487,1372,5090,2763,5395,1973,116879,1312,111039
2233,863,5723,5242,4820,4441,1918,2858,593
7918,5063,4776,5454,2830,4008,2688,116105,659
58943,6874,4217,4840,1802,1423,2579,112182,1726
2002,11606,8242,2088,6898,2202,4321,2089,315
2857,5328,127241,6184,1700,5798,1540,2743,1980
7028,4862,6192,3086,1463,1414,2705,1392,1007
4293,2721,7924,5464,2124,2379,1343,3222,754
3564,3302,1460,6187,941,2456,2398,5961,110644
362,63317,2049,1501,5190,3658,2038,2999,2250
6714,9964,3831,13857,4004,4666,1413,2078,378
7701,3602,5840,1537,4410,2454,3396,1713,1000
5289,6473,2938,2892,3477,1759,2960,3129,1080
3523,130880,2814,2960,4252,2145,3466,1363,2274
1998,9252,3523,10029,2817,4184,4219,2664,307
1701,8105,8153,8636,5028,1754,4447,805,115423
6436,5848,4073,1895,2399,2860,3038,3073,395
5040,10376,3457,3082,4353,3589,3147,2094,1222
6260,6658,4380,110987,114954,9821,495,3428,144
3417,5426,3991,56743,5331,4434,5008,3893,1256
2785,7297,6827,7824,3733,4594,4448,2988,691
