4229,3887,6790,6649,1974,2653,4973,2269,1044
2340,4643,2103,5382,4698,6463,4077,3324,3250
3020,4387,6813,1736,7216,4530,2760,3060,2488
2417,2339,2256,5507,3685,7177,3686,111365,2398
1944,11170,5118,2466,7350,4323,794,686,2243
1835,2706,7827,2446,3978,114396,2708,2424,3209
2804,4307,4561,4095,4755,8353,2761,5012,111494
2894,6049,4459,5137,2041,4091,5856,5603,109502
3804,14335,6765,2996,4079,4547,2080,110547,2002
3552,4006,5585,4108,6764,5149,3189,2758,2628
1562,2760,3004,1191,2001,117687,3675,1208,2333
2104,10996,2576,7967,2343,113840,112966,773,5501
2729,2995,894,1198,3852,2826,3508,2148,111558
2792,1696,8529,123140,12673,4038,2582,2087,1387
1126,3595,1819,9842,5282,115068,2226,4509,1632
1633,5893,8204,2859,3605,2202,2391,2545,972
4531,6518,3212,1762,1086,3261,1176,2175,856
4257,7094,5799,7545,8697,3995,3224,3141,2135
6008,11587,3377,2374,2439,3042,1406,2529,1822
3075,8618,5331,3247,3857,116116,5214,2208,507
8923,21742,6470,114472,2925,5305,2864,2586,887
2047,5163,1998,4294,10536,3724,4160,792,894
1219,2222,8435,8756,5344,3889,6836,1101,196
6828,13550,7142,2048,3732,4316,775,2311,1542
1678,3226,2392,57516,8715,1780,4289,1787,743
3092,8202,2605,3229,1577,3592,2613,2680,439
2122,4573,5390,6408,4906,112319,1401,1370,379
1324,114811,4568,3101,1779,584,2403,328,2050
3401,6136,2424,1537,113136,2197,1990,2151,287
1817,119526,5487,3352,2114,3528,3163,2307,1947
6298,3708,4018,2096,7715,3564,112039,1823,1525
1802,11156,8026,4384,1638,3999,2177,1731,1417
2049,7439,3318,2580,2471,4277,2154,845,2104
8207,2166,4016,13623,8779,4147,3896,1868,2817
2684,6166,5377,2772,2789,2728,1094,1758,879
2284,2706,7626,5516,8539,4524,4456,940,685
4540,3068,928,3823,111507,2854,3361,2514,1762
3008,4842,8470,2990,4529,1512,880,1358,2921
5690,2302,117833,2500,8685,3452,2539,2076,732
4209,3972,6487,2729,5668,2540,3556,1093,68
3244,3354,4124,4038,6990,8293,1545,2876,1828
7646,3359,4438,3175,2084,3308,1962,112238,359
4348,1486,2631,1773,3669,2505,2811,2868,1380
2519,13016,9074,3056,4340,3754,1880,2606,711
2980,6945,4546,3764,4227,4465,2039,2717,1314
3681,2674,7686,6385,3019,1205,2097,2635,110383
4907,5924,1829,5500,4397,2648,988,4067,2022
14836,1449,3766,4020,4770,6061,2999,1841,2275
3686,8057,4766,5606,3812,110734,4625,1484,555
2073,881,8816,2377,4650,3562,114827,1898,825
3151,4246,4434,1493,2218,4677,1878,1255,316
2911,3113,6133,3756,3523,3763,3399,2484,2679
5936,11984,4455,6455,5760,2164,2287,1604,2353
9042,699,12426,4093,5307,2597,1878,115625,2029
1780,7597,8197,3400,3474,2180,2066,116737,113504
2616,3427,7303,8258,1960,4266,1375,2446,2437
8349,4239,6214,1570,4795,5465,5191,1051,1670
3248,3199,5374,4817,3843,3255,3535,3138,1252
