57721,121074,4090,6309,4826,3060,3870,3090,1949
2331,15031,58070,8541,7298,3567,3713,3697,1623
1829,6447,7670,4065,4432,3298,3277,2933,4410
4149,2303,5328,7955,3705,4772,2415,5210,3430
1267,4649,8530,112817,13008,4852,1587,4903,1134
2068,8384,8130,3130,5953,4152,1592,5737,2911
5068,7066,3739,5861,2982,4469,2917,7439,1906
2723,114934,5246,2946,1426,9341,2276,3691,2308
4436,5386,3905,4629,2899,3063,2280,6943,5238
3620,6304,4212,2456,6300,3762,1692,2910,979
2151,3687,8508,1735,5829,4833,4935,1102,2096
4169,408,2911,3405,3309,3332,1902,1858,1261
2338,4935,5717,4736,5988,4478,2112,2210,3027
1403,7338,7438,2826,3351,1993,1864,4762,1260
2877,3470,4563,6427,1887,4692,3697,4692,1290
2062,3208,4425,5124,3928,2598,5790,2693,1308
4976,7242,3084,1322,6348,3310,4189,2843,628
1744,6225,2893,7461,4959,6608,3081,1730,1753
6532,6352,6167,5274,5037,2956,4051,1995,1930
2786,2720,6686,1545,304,4431,3448,2371,115491
3735,3021,6237,6764,4181,3168,6285,2771,1537
2753,6162,3005,3497,2360,3821,2923,3207,1972
1422,5497,4245,1485,4054,112847,2301,2122,141
3253,117480,5337,6751,116753,2365,111342,1769,807
2851,4734,2725,8076,1821,5191,3204,2140,838
4320,7003,4467,3232,2992,3109,3476,2768,736
4071,6464,6263,5166,5371,5885,3553,655,1302
4864,6099,5914,3137,3949,4862,1926,1963,1261
1103,5008,4794,1673,3118,1910,3596,1910,1028
1976,6795,2261,9135,5955,115498,2424,495,2290
3283,4730,4882,4214,3325,3122,3036,1508,2263
9291,8821,2059,5136,6448,121599,2679,3419,1171
2937,10744,3313,9295,2485,2075,2799,2375,452
141,5973,2145,5932,5028,2286,1863,5834,981
2238,2741,7118,9448,2900,3606,2867,2453,303
6776,8725,1736,13117,6655,2751,2104,1242,111047
4124,7894,8457,5934,6503,3409,1967,2319,106
9723,8866,3487,7134,117187,4742,2968,2044,683
2947,4605,7961,3818,4155,3568,3754,2829,861
3926,3537,7353,1793,2231,114197,2343,2642,114469
3423,3247,8010,3174,2485,2589,3530,114554,191
4453,5767,3502,8931,2180,3453,5108,111979,621
4200,15675,1938,3814,1904,1368,4530,3214,887
959,3713,3736,5387,5985,1616,3961,2251,113860
8510,4631,2590,4421,6317,2968,656,979,82
1727,4650,2017,2874,115421,3102,114637,3043,865
3626,5154,115487,2641,4474,1588,3749,112601,16
1918,1984,2459,3791,8587,2518,3019,1820,2
4471,11171,3733,113607,9441,6508,2373,2260,403
2223,6449,2037,6165,5303,3793,2692,2777,615
2947,5182,2663,3561,2528,5163,3968,2153,115084
3989,59844,1783,3920,115959,3360,1410,111584,1388
4140,9978,8825,1859,2237,1968,6971,3330,558
4556,1537,63499,3167,1881,115775,2784,2835,1120
1768,2876,3313,2171,4035,2193,1754,2240,109898
1875,3225,2800,4821,4413,4661,982,2166,3811
522,8232,11370,6276,1447,2144,112811,2381,2418
2357,7801,112244,4406,3403,6542,2634,1061,2329
